text,label,source
"... ""Agama di kame/kami Orang Adonara 
Bukan HAL yang Membedakan tapi Mempersatukan bukan Menjauhkan TAPI Agama Membangun Silahturahmi Persaudaraan 
karna Kita Saudara Sedara""... 
#KarolusKopongOla
Di Adonara Wanita ikut Suami 
itu kesepakatan Adat yang sudah Membudaya JADI kalau Wanita Katolik Kawin Dengan Laki Islam : Wajib Ikut Agama Suami. 
Demikian Keluarga Kami Kaka Saya 
Wanita Ikut Agama Suami-nya Islam
#KKOcare
Jadi yg suka Mem-beda2kan Sesama 
Menurut Agama itu DatangLah Ke Adonara 
Banyak Hal Yg Positif Dpt dipelajari di Adonara 
Walaupun Adonara itu Terkenal ADU DARA",AMAN,indodiscourse_real
"‎'‎نالان M PEMBUAT MAULID NABI YANG PERTAMA KALI ADALAH: UBAID BIN MAUMIN AL QODDAH, 357 H ATAU 986 MASEHI, PEMIMPIN BANI FATIMIYAH, SEORANG YAHUDI YANG SANGAT MEMBENCI ISLAM, SEORANG .oک ALQARAMITHAH BATHINIYAH‎'‎ ",AMAN,indodiscourse_real
"Ganjar tegas, Israel gak ada tempat di sini @DWILAKS78722248",TINGGI,indodiscourse_real
"PREDIKSI TOGEL CHINA POOLS NIGHT SELASA, 26 SEPTEMBER 2023 #chinapoolsnight #bandartogel #togelonline #agentogel #juditogel #juditogelonline #prediksitogel #prediksitogelonline #daftartogel #prediksichina #prediksichinapools #prediksichinapoolsnight #livedrawchina",AMAN,indodiscourse_real
"Zionis israel tuh cikal bakal nenek moyangnya dajjal, gaes. Klo ada orang ngebela zionis israel udah pasti mereka budaknya dajjal, bukan manusia.",WASPADA,indodiscourse_real
"Pemerintah Iran ga perlu cari panggung untuk dapat simpati dunia Islam dengan ancam dan gerakan proxy2nya di timteng untuk kepung Israel dari Irak, Lebanon, dan Suriah. Nanti Ali Khamenei nasibnya kayak Sadam Husein dan Muammar Gaddafi.",WASPADA,indodiscourse_real
"Konser Coldplay Tetap Berlangsung, Novel Bamukmin: Ada Kampanye LGBT Maka Kami Jihad",TINGGI,indodiscourse_real
@Greschinov Drop link akun abang israel ini donk! Pen gue semprottt pake mobil tinja.. 😂😂😂,WASPADA,indodiscourse_real
Berkah dari Operasi Taufan Al-Aqsa ✅ 500 ribu orang Yahudi mengungsi ✅ Dan Ribuan orang yahudi melarikan diri ke Eropa tanpa kembali ✅ Kerugian ekonomi Israel mencapai miliaran ✅ Merusak pamor tentara zionis yang disebut tak terkalahkan ✅ Bersatunya umat Islam D,WASPADA,indodiscourse_real
"PBB menyeru pihak-pihak terkait untuk menahan diri setelah adanya serangan rudal Iran ke Suriah dan Irak. Menurut Juru Bicara Sekjen PBB Stephane Dujarric, situasi saat ini dapat memicu salah perhitungan oleh pihak-pihak terkait, sehingga konsekuensinya bisa lebih buruk. Sementara itu, Sekjen NATO Jens Stoltenberg mengutuk serangan Iran terhadap Kota Erbil di Irak, dan menyatakan belasungkawa kepada keluarga para korban. Simak selengkapnya dalam video berikut. Penulis Naskah: Hanindiya Dwi Lestari Narator: Hanindiya Dwi Lestari Video Editor: Hanindiya Dwi Lestari Produser: Firzha Yuni Ananda Music: Cavalry - Aakash Gandhi #SeranganIrankeIrakdanSuriah #IranSeranganIrak #IranSerangIrakdanSuriah #PBB #JernihkanHarapan",AMAN,indodiscourse_real
"¡PO QG DE LA DEFENSE, TEL-AVIV 00 ISRAEL EN GUERRE: 38EME JOUR ALLOCUTION DU PORTE-PAROLE DE TSAHAL ISRAEL EN UERRE Zionis Katahuan Ngibul! 

Jubir Militer Zionis Daniel Hagari siarkan laporan seorang serdadu yg temukan daftar nama2 teroris yg ia temukan di basement RS Al-Rantisi, yang tak lain adalah kalender dengan daftar nama-nama hari dalam bahasa Arab.",WASPADA,indodiscourse_real
"Dari awal sama kayak pak Otto, 99.9999999% ga percaya Jessica pelakunya, gila dih gegara Ice Cold Netflix, malah diundang podcast, kebuka sikit sikit, padahal pas di sidang dulu gabisa leluasa share dari sisi Jessica",AMAN,indodiscourse_real
"Hancurkan Israel lenyapkan dari muka bumi,,,,Banyak orang sedang membicarakan berita ini!",TINGGI,indodiscourse_real
@BDSmovement telah menyerukan kampanye besar-besaran untuk memboikot merek-merek yang mendukung #Israel dan kejahatannya. Gak lucu tiap saat bilang bela Palestina tp tetep beli produk2 yg dukung zionis teroris israhell. #FreePalestineFromZionist,WASPADA,indodiscourse_real
"Cari tuh antek2 syiah, sembelih aja satu2 d jalanan biar kapok. Bersihkan tanah ini dr darah kafir harbi, penggal kepalanya!",TINGGI,synthetic_gemini
"Bakar aja itu tempat ibadah mereka, gausah banyak cincong langsung ratakan sama tanah biar mampus semua.",TINGGI,synthetic_gemini
"Israel Gencarkan Pengeboman di Gaza, Perluas Operasi Darat @#israel #gaza #Palestine",AMAN,indodiscourse_real
"Bagaimanapun sengitnya, HAMAS bukan lawan seimbang IDF lain halnya dg Hezbullah. HAMAS menyerang Israel dg harapan Hez terseret tp Hez punya strategi lain. Lagipula kalopun mau hancur2an harusnya inisiatornya Hez bukan HAMAS. Kecuali kalo diperintah Iran utk menyerang.",TINGGI,indodiscourse_real
"Menanti Zionis lokal bkata: yg m'bom gereja tu Hamas! (sambil tebar bukti hoax). Media2 Zion sdh m'framing: yg dibom bkn gereja, tp gedung di dlm kompleks gereja. Seolah, sah saja gdung itu dbom Di dlmnya ada wrga sipil yg jd pgungsi Ft: assembly hall gereja yg dibom Israel",WASPADA,indodiscourse_real
boleh di hukum pancung QISHOS ' terima ganggu tentremnya NEGARA,TINGGI,indodiscourse_real
"‎'‎Ponpes AI Bahroniyyah 19 dil akhir Milad Fatimah Az-zahra teladan wanita penjuru alar Baju Sayyidah Fatiman berwarna hitam, jika dia keluar rum semua akan tertutup. Tidak ada perbedaan antar depan dan belakang. Hany da satu lubang kecil untuk melihat jalan. Dia belum emah melihat pria dan pria lain juga belum pernah melihatnya.... Lihat selengkapny Milad Sayyidah Fatimah Az-zahra nolawat Sayyidah Fatimah Az-zahra Lahinnya Nama Sayyıdak وعني Julukan TIDAK ADA DALAM ISLAM MENYAMBUT MILAD FATIMAH AZ ZAHRA HANYA ORANG SYIAH YANG MELAKUKANNAYA.....!!‎'‎ Syiah sudah bertebaran dimana mana , ponpes , pendidikan , di media social , mereka semangat menyebarkan aqidah kesesatan mereka .

Yg pertama kali merayakan maulid Fatimah , yaitu Syiah Fatimiyyun , mereka mengadakan banyak perayaan sepanjang tahun. 
Ada perayaan tahun baru
, hari 'Asyura, 
maulid (hari kelahiran) Nabi , 
maulid Ali bin Abi Thalib
, maulid Hasan dan Husain
, maulid Fatimah al Zahra
, maulid khalifah yang sedang berkuasa, 

Perayaan malam pertama bulan Rajab, 
malam pertengahan bulan Rajab, 
perayaan malam pertama bulan Sya'ban, 
perayaan malam pertengahan bulan Rajab, 
perayaan malam pertama bulan Ramadhan, 
perayaan malam penutup Ramadhan, 
perayaan 'Idul Ghadir, 
perayaan musim dingin dan musim panas, perayaan malam Al Kholij, hari Nauruz (Tahun Baru Persia), hari Al Ghottos, hari Milad (Natal), hari Al Khomisul 'Adas (3 hari sebelum paskah), dan hari Rukubaat.

Tujuan utama daulah ini mengadakan peringatan maulid  dan perayaan perayaan lainnya adalah dalam rangka menyebarkan aqidah dan kesesatan mereka. 

Mereka mengambil simpati kaum muslimin dengan kedok cinta ahli bait Nabi shallallahu ‘alahi wa sallam. 

Bani Fatimiyah adalah sekelompok orang Syiah pengikut Ubaid bin Maimun Al Qoddah. Kelompok ini memiliki paham Syiah Rafidhah yang menentang Ahlusunnah. Daulah Fatimiyah ini memiliki hubungan erat dengan kelompok Syiah Al Qaramithah Bathiniyah, mereka menyimpang dari ajaran Islam.

Ubaid bin Maimun Al Qoddah adalah orang Yahudi yang membenci Islam dan hendak menghancurkan kaum muslimin dari dalam. Dia menanamkan aqidah Batiniyah. Dia adalah pendiri dan sekaligus orang yang pertama kali memimpin Bani Fatimiyah.

Peringatan hari kelahiran adalah Bid’ah maka tidak boleh memperingati hari kelahiran, baik itu kelahiran Rasul shallallahu alaihi wa sallam atau yang selainnya, ini karena Rasul shallallahu alaihi wa sallam bersabda:*

*«إياكم ومحدثات الأمور، فإن كل محدثة بدعة، وكل بدعة ضلالة.أخرجه أبو داود رقم 4607 و الترمذي رقم 2676 عن العرباض بن سارية وصحح الألباني هذا الحديث*

_“Dan hati-hatilah kalian dari perkara yang diada-adakan karena setiap yang diada-adakan adalah bid’ah dan setiap bid’ah adalah kesesatan”_",WASPADA,indodiscourse_real
"Waktunya angkat senjata, serbu kantor2 aparat dan habisi mereka semua tanpa sisa. Bakar semuanya sampai jd abu, darah harus dibayar darah!",TINGGI,synthetic_gemini
negara wahabi mujassimah berdiam diri dalam perjuangan merebut Yerus alem mesjid Al Aqsha.. sedangkan negara yg dituduh Syiah .terus berjuang merebut kembali mesjid Al A manakah yg Allah lebih cintai wahabi kah atau Syiah kah yg dituduh oleh wahabi pro Yahudi?? Sulitnya Tobat Dari Bid'ah Ikhwan Sheen Angga M Rio Paman Utara Hajar Besek Hajar Besek Pasha Pasha Putra Galih,WASPADA,indodiscourse_real
Apa yang harus kita lakukan jika melihat tentara Israel terdampar di Indonesia kelak? Bunuh!!!!!!,TINGGI,indodiscourse_real
Jet Tempur Israel Hantam 8 Rumah Sakit di Gaza dalam 3 Hari Terakhir ://,AMAN,indodiscourse_real
"Victor China Open 2023 32 Besar: XD: Rehan Naufal Kusharjanto/ Lisa Ayu Kusumawati 🇮🇩 vs Tang Chun Man/ Tse Ying Suet 🇭🇰 16-21, 12-21 Rehan/Lisa belum berhasil lolos ke babak selanjutnya, terima kasih atas perjuangannya. 📷: PBSI #ChinaOpen2023 #ChinaOpenSuper1000",AMAN,indodiscourse_real
"Siapa Yang Pertama Kali Merayakan Maulid Nabi? Ya x Tidak ittiba. Web Resmi ittiba.or.id Asal Usul Maulid Nabi Nabi Muhammad Abu Bakr Ash-Shii Umar bin Khattab Utsman bin Affan Ali bin Abi Thalib Imam Abu Hanifah Imam Malik, Imam Ahmad Imam Syafii Imam Bukhari Imam Muslim, Imam Abu Daud Imam At-Tirmidzi, Imam Nasa'i Ubaid bin Maimun Al-Qaddah Ubaid bin Maimun Al-Qaddah adalah Pemimpin Bani Fatimiyah, ia orang Yahudi yang membenci Islam dan ingin menghancurkan kaum Muslimin dari dalam dan Bani Fatimiyah adalah sekelompok orang Syiah yang memiliki pemahaman Syiah Rafidhah yang menentang Ahlusunnah. ittiba.ido GABUNG IKHWAN 085814200260 GRUPWAIAKHWAT 08978919300",WASPADA,indodiscourse_real
"Mari brangkat jihad ke Palestina, angkat snjata & bunuh stiap tntara Zionis yg kmu temui. Bom syahid adlh jln kta. Allahu Akbar!",TINGGI,synthetic_gemini
Breaking News! Anak-anak Palestina dan warga sipil menjadi sasaran empuk pendudukan Israel di Gaza. #PalestineGenocide #FreePalestine,TINGGI,indodiscourse_real
"Tajuk Xinhua: Poin-poin penting dari diplomasi Presiden China Xi Jinping pada 2023 (Bagian 2) Xi mengatakan perluasan BRICS merupakan merupakan titik awal baru dan bersejarah bagi kerja sama BRICS. Dia menekankan bahwa perluasan tersebut mencerminkan resolusi negara-negara BRICS untuk bersatu dan bekerja sama dengan negara-negara berkembang lainnya, memenuhi harapan masyarakat internasional, serta melayani kepentingan bersama dari emerging markets dan negara-negara berkembang. Pada 21 September, Presiden Suriah Bashar al-Assad tiba di Hangzhou, ibu kota Provinsi Zhejiang, China timur, untuk menghadiri upacara pembukaan Asian Games ke-19. Pada 26 April, Xi berbicara dengan Presiden Ukraina Volodymyr Zelensky melalui telepon. Xi (truncated)",AMAN,indodiscourse_real
Siang desember LGBT Open vcs sosmed Bisa sekarang Wa 0859-2335-3340 #VCS https://t.co/f34G9F7BTa,AMAN,indodiscourse_real
"士 Sta Pandemic Talks Seorang Dokter di China cerita tangani 180 pasien dalam semalam imbas Pneumonia Misterius. Sumber: Detik, Reuters (1 Desember 2023) Seorang dokter menceritakan kondisi rumah sakit tempatnya bekerja di tengah lonjakan kasus penyakit pernapasan yang terjadi di China baru-baru ini. Ia menyebut pasien yang datang mungkin 2-3 kali lebih banyak dibandingkan saat pandemi COVID-19.

“Seorang dokter harus menangani sebanyak 180 pasien dalam satu shift malam,” ujar dokter yang memimpin di unit anak di Rumah Sakit Ketiga Universitas Peking, Dr Han Tongan, dikutip dari Newsweek, Jumat (1/12/2023).

“Karena begitu banyak pasien yang datang pada malam hari dan setelah tengah malam,” sambungnya.

Sejak pertengahan Oktober, kelompok infeksi saluran pernapasan, yang sebagian besar terjadi pada anak-anak, telah meningkat. Dr Han mengungkapkan bahwa selama dari 20 tahun berpraktik medis, dia belum pernah menyaksikan dua dokter darurat bekerja shift malam secara bersamaan.

Dr Han mengatakan total kunjungan pasien rawat jalan dan gawat darurat mulai stabil pada pekan ini, setelah mencapai puncaknya pada pekan lalu.

Dokter anak lainnya yang bekerja di Rumah Sakit Persahabatan China-Jepang, Dr Xu Xiaojing, juga menceritakan hal serupa. Ia mengaku dirinya menangani hampir 160 pasien dalam satu shift malam pada minggu lalu.",AMAN,indodiscourse_real
Hanya Ganjar Pranowo Capres Yang Berani Tolak Israel Saat Piala Dunia U-20. #ganjarpranowo #mahfudmd #ganjarmahfud2024 #fyp #fypシ #fypシ゚viral #beritaviral #viral,AMAN,indodiscourse_real
Budaya Hukum Pedang Kecil Cina Benteng Kampung Sewan. Oleh; Fokus Fuad Tahun 2012. 226 Halaman. Harga 55.000. Minat? Order: ✓DM or Klik link WA ://,AMAN,indodiscourse_real
"Turunkan rezim dzolim skrg jg! Bakar gedung DPR, seret n bunuh para pengkhianat rakyat. Jgn sisakan satupun babu oligarki!!",TINGGI,synthetic_gemini
"MATAU GAY SEZt daily fir Bizne FREE FIRE SOBAT BATTLE GROUND 28 DESEMBER 2023 Biznet "" dailybox Infinix gopay Telkomsel RoaMAX ONIC OLYMPUS bakal kembali beraksi di Free Fire Sobat Battle Ground nanti sore jam 18.00 WIB.
Jangan sampai terlewatkan dan wajib dukung ONIC OLYMPUS ya! 💛🖤

#GOONIC
#ONICOLYMPUS
#FREEFIRE",AMAN,indodiscourse_real
"Menteri Koordinator Bidang Politik, Hukum, dan Keamanan (Menkopolhukam) Mahfud MD, memindahkan 137 pengungsi Rohingya yang ditampung di Balai Meuseraya Aceh (BMA), Kota Banda Aceh.

Hal tersebut buntut dari insiden sejumlah mahasiswa yang mengangkut ratusan pencari suaka tersebut ke kantor Kementerian Hukum dan Hak Asasi Manusia Aceh.

“Hari ini saya sudah mengambil keputusan dan tindakan agar pengungsi Rohingya itu ditempatkan di satu tempat yang aman,” kata Mahfud di Pondok Pesantren Al-Khoziny, Sidoarjo, Kamis (28/12/2023).

“Satu ditempatkan di Gedung PMI (Palang Merah Indonesia), sebagian lagi ditempatkan di Gedung Yayasan Aceh. Karena saya sudah koordinasi dengan Ketua PMI pusat, Pak Jusuf Kalla,” tambahnya.

Mahfud mengingatkan agar personel kepolisian menjaga kemanan para pengungsi Rohingya. Supaya peristiwa yang berlangsung Rabu (27/12/2023), tidak terulang ke depannya.

“Saya sudah berpesan agar aparat keamanan menjaga (para pengungsi). Karena ini soal kemanusiaan,” jelasnya.

#berita #beritaupdate #infoberita #newsupdate #indoberita #peopletalk Menteri Koordinator Bidang Politik, Hukum, dan Keamanan (Menkopolhukam) Mahfud MD, memindahkan 137 pengungsi Rohingya yang ditampung di Balai Meuseraya Aceh (BMA), Kota Banda Aceh.

Hal tersebut buntut dari insiden sejumlah mahasiswa yang mengangkut ratusan pencari suaka tersebut ke kantor Kementerian Hukum dan Hak Asasi Manusia Aceh.

“Hari ini saya sudah mengambil keputusan dan tindakan agar pengungsi Rohingya itu ditempatkan di satu tempat yang aman,” kata Mahfud di Pondok Pesantren Al-Khoziny, Sidoarjo, Kamis (28/12/2023).

“Satu ditempatkan di Gedung PMI (Palang Merah Indonesia), sebagian lagi ditempatkan di Gedung Yayasan Aceh. Karena saya sudah koordinasi dengan Ketua PMI pusat, Pak Jusuf Kalla,” tambahnya.

Mahfud mengingatkan agar personel kepolisian menjaga kemanan para pengungsi Rohingya. Supaya peristiwa yang berlangsung Rabu (27/12/2023), tidak terulang ke depannya.

“Saya sudah berpesan agar aparat keamanan menjaga (para pengungsi). Karena ini soal kemanusiaan,” jelasnya.

#berita #beritaupdate #infoberita #newsupdate #indoberita #peopletalk",AMAN,indodiscourse_real
"Sejarah sudah cukup membuktikan bahwa perampasan dan penjajahan Israel di Palestina adalah Penindasan abad modern yang satu-satunya tersisa dimuka bumi. ini bukan soal ras, bangsa ataupun agama yang ada di Palestina. #NenoWarisman #Gelora #Indonesia #Palestina #FreePalestine",WASPADA,indodiscourse_real
gue benci israel bgt fuckkkk,WASPADA,indodiscourse_real
"Jubir #AlQassam nyatakan: Jumlah serdadu Zionis yang mati di tangan Mujahidin jauh lebih besar daripada yang diakui. Sementara itu: Sebanyak 12500 serdadu mengalami berbagai kecacatan karena perang, dan ada 9000 serdadu yang mengalami perawatan psikologis sejak perang. https://t.co/AtGgN9BNjD",AMAN,indodiscourse_real
"Israel itu negara teroris yg lagi panik, tentaranya pengecut didukung inteligen lemah, sasaran warga sipil, RS, Kamp pengungsian, Masjid & Gereja. Sangat beda dg pejuang Palestina, sasaran satu-persatu miiter teroris IDF dihancurkan. ------ #FreePalestine #GazaGenocide",WASPADA,indodiscourse_real
"780 suka, 199 komentar. ""strategi China ntuk menjajah Indonesia”",WASPADA,indodiscourse_real
MAHFUD MD DAN WALIKOTA ACEH USIR PAKSA PENGUNGSI ROHINGYA,WASPADA,indodiscourse_real
"Kalo ketemu orang syiah langsung aja bantai, jangan kasih nafas. Mereka itu musuh dalam selimut, lebih baik mati daripada mereka ngerusak agama kita. Cari markasnya terus ratakan dengan tanah!",TINGGI,synthetic_gemini
Untung baik ini tidak gila,AMAN,indodiscourse_real
KPU HILANGKAN DEBAT UNTUK CAWAPRES DI PILPRES 2024,WASPADA,indodiscourse_real
"Boikot doang gak bakal mempan! Kita harus bakar kedutaan zionis dan antek2nya. Siapkan molotov, kumpul malam ini di titik biasa. Kita kasih pelajaran, darah dibayar darah, jangan kasih ampun satupun yang ada di dalam!",TINGGI,synthetic_gemini
"Yang batai ratusan tahun saudaramu di negeri ini orang kristen bukanmorag islam, yg mulai pernah Poso orang Nasrani ..yg radikal siap ,lonyg radikal",WASPADA,indodiscourse_real
"HSBC World U-NING V MASTERS INDONES Ba CHINA MASTERS 2023 MIXED DOUBLES ROUND OF 32 Rehan Naufal Kusharjanto Lisa Ayu Kusumawati Feng Yanzhe [3] Huang Dongping  17 16 21 21 Photo: Badmintalk Results Update of China Masters 2023 - R32

Rehan/Lisa harus akui kehebatan unggulan ketiga. Tetap semangat!

Foto: Badmintalk

#china #shenzhen #chinamasters2023 #badmintalk #badmintoneurope #juara #champion #winner #brilliant #amazing #incredible #awesome #badminton #badmintonplayer #love #indonesia #bulutangkis #羽毛球 #バドミントン #배드민턴",AMAN,indodiscourse_real
FT. Indonesia 9-0 China Taipei,AMAN,indodiscourse_real
"hidup itu mudah, mudah-mudahan aja gak sinting",WASPADA,indodiscourse_real
Israel adalah monster yang harus di hapus dari peta dunia rabbi wess,WASPADA,indodiscourse_real
"Cole Palmer enak bener mainnya. Secara tim, Chelsea babak pertama solid bet. Cuma goblok aja dukung Israel",WASPADA,indodiscourse_real
gila 35° lagi dong,AMAN,indodiscourse_real
Kompilasi smash keren di China Open 2023. 🏸 Mana smash favoritmu?,AMAN,indodiscourse_real
Dah gila kali yaakkk jaman wkwkwk sus rini aja cari asisten 🤣🤣🤣,WASPADA,indodiscourse_real
"Rohingya itu sampah, harusnya kita bantai aja pas mereka mendarat. Jangan cuma diusir, mending langsung dimampusin biar gak balik lagi ke Indonesia. Siapkan parang, kita bersihkan tanah air dari parasit2 ini sekarang!",TINGGI,synthetic_gemini
@edwardsuhadi @niwseir Mending mukul ibu² kresten ya Tetangga satu lingkungan yg beda aliran ahmadiyah Wartawan metro tipu pak jenggot aliansi umat beragama di monas polisi di pertigaan slipi menggantikan polisi razia mecah²in kaca sambil membiarkan yg lain yg bayar anak kecil di warnet yg didoxxing,TINGGI,indodiscourse_real
"liat perkembangan bb anak tiap bulan udah sesuai grafik aja udh seneng bgt, anak sehat itu bukan diliat dari gendut gemoy nya, yg penting anak aktif dan bb udah sesuai grafik menurutku udah cukup.",AMAN,indodiscourse_real
"jam Gendut bgt gw, pengen kurussss ☕️",AMAN,indodiscourse_real
"Jangan kasih sisa buat kaum itu, mereka sudah menghina agama kita. Halal darahnya untuk ditumpahkan. Cari rumahnya, seret keluar, dan eksekusi di depan umum biar jadi pelajaran buat yang lain. Takbir!!!",TINGGI,synthetic_gemini
Ayo kumpul bwa bensin sm parang kta ratakan perumahan mrek malem ini jg.. jgn ksh ampun sikat abis!!,TINGGI,synthetic_gemini
Jemaat Ahmadiyah ditegaskan masih bagian Islam,AMAN,indodiscourse_real
Sembelih aja smua orang kafir itu jgn sisakan satu pun di tanah air kta.. darah mrek halal!! Serbuuuu!!,TINGGI,synthetic_gemini
Dimata zionis nyawa bener2 gak ada harganya :( kek mereka mikir gaksi mereka juga manusia 😭,TINGGI,indodiscourse_real
"Isu Prabowo Cekik Wamentan, Gerindra Ungkap Nasdem Penyebar Awalnya! . . Rabu Siang Tante Lina Mata Najwa 40 T Malang Terbuka Mba Nana Ganjar Paling Solutif INDOMY FOR YOONGI Kirgistan Jurnalis 3 Bacapres Bicara Gagasan Hugo Samir TKA China Felix WHO IN RIIZE",WASPADA,indodiscourse_real
Potensi lidah pedasku ini kugunakan untuk mengolok-olok Israel setiap hari,TINGGI,indodiscourse_real
Piw! Ada ya Sama sama lgbt tapi transphobic.,WASPADA,indodiscourse_real
[Dood Viral] Bocil Cindo Ngewe WOT ://://://://://,WASPADA,indodiscourse_real
Kruk AS Buta CNC KR __ AOR 77 Shop Kruk AS Buta CNC KR __ AOR 77 Shop,AMAN,indodiscourse_real
"Erdogan: Turki Akan Deklarasikan Israel Sebagai Penjahat Perang ""Israel, kami juga akan menyatakan Anda sebagai penjahat perang kepada dunia,"" kata Erdogan. > #detiknews",TINGGI,indodiscourse_real
"sebaik nya Negara Islam bersatu,, Nuklir saja Negara Israel biar cepat hancur dan musnah",WASPADA,indodiscourse_real
"Hindari Hoaks, Bawaslu Minta Masyarakat untuk Cek Fakta selama Masa Kampanye Pemilu 2024",AMAN,indodiscourse_real
jika para teroris hamas konsisten dengan cita-cita nya yaitu mati sahid dan bisa pesta sex dgn bidadari syuurrga seharusnya mereka berterima kasih sama tentara Israel sebab keberangkatannya dipercepat paham son !!,WASPADA,indodiscourse_real
Elit Bisnis Cina Di Indonesia Dan Masa Transisi Kemerdekaan 1940-1950. Oleh; Teang Peck Yang Tahun 1998. 470 Halaman Harga 100.000. Minat? Order: ✓DM or Klik link WA,AMAN,indodiscourse_real
MasyaAllah Alhamdulillah B 🤲😌 Apresiasi yang luar biasa dari para Pejabat Pemerintah dan Tokoh Muslim terhadap Jemaat Muslim Ahmadiyah Indonesia🇮🇩 dalam acara Jalsah Salanah 2023. ---- Pimpinan Ponpes Cipasung: Banyak yang Mendukung Kemajuan Ahmadiyah di Jawa Barat.  Wakil Bupati Kuningan Puji Peran Sosial Tinggi Jemaah Muslim Ahmadiyah di Masyarakat.,AMAN,indodiscourse_real
"@eleventwice @ismailfahmi @SumitroYoel Pemilu ini terlalu tidak islam vs kristen kaya pemilu2 sebelumnya, makanya butuh ada yang angkat isu ini lagi buat polarisasi. Mana sudi bajingan2 itu kalo isu ini gak naik pas pemilu. Pengadu domba kaya gini dan SJW yang menyetujuinya cuma bisa dibalaa di hari pembalasan.",WASPADA,indodiscourse_real
"Cina-cina TKA itu harusnya dibunuh aja semua, jangan cuma diusir. Serbu mess mereka malam-malam, bawa senjata tajam, habisi tanpa sisa biar mereka kapok injak kaki di tanah air kita.",TINGGI,synthetic_gemini
gila pisi reboot knp turun bgt harganya,AMAN,indodiscourse_real
"Panggilan buat para mujahid, saatnya angkat senjata lawan penjajah. Pasang bom di pusat perbelanjaan milik asing, hancurkan ekonomi mereka sampai rata tanah! Mati syahid menunggu kita.",TINGGI,synthetic_gemini
Selamat pagi para pendukung dan pembela P👋 masih semangat kan buat julidin Israel Jahanam?? Nyook jadikan akun2 kita Berisik dengan lantang tentang Kekejaman dan kebengisan Israel Laknatullah 'alaih💪💪jgn pernah berhenti berbicara tentang Palestina🇵🇸❤️ 💪🦾,WASPADA,indodiscourse_real
"mana udah laper, ngantuk, agak bdmd kek sinting maunya apaandah? hahahaha",AMAN,indodiscourse_real
"Siapin amunisi sama rakitan, kita bikin kado meledak buat malam tahun baru di gereja2 pusat. Biar mampus semua penganut thogut itu.",TINGGI,synthetic_gemini
"Pemerintah lembek banget sama pengkhianat bangsa. Kalau gak bisa tegas, biar rakyat yang bertindak. Kita bom aja gedung-gedung mereka, biar mampus semua koruptor dan antek asing di dalamnya. Ganyang habis sampai akar2nya!",TINGGI,synthetic_gemini
"Gak usah banyak bacot lagi, mending kita sweeping aja itu gereja2 laknat, bantai semua pengikut domba biar bersih tanah ini dari najis kris10!! Darah dibayar darah!",TINGGI,synthetic_gemini
"(CEK FAKTA Debat) Bawa Nama Jokowi, Anies Sebut Prabowo Punya 340 Ribu Hektare Lahan",AMAN,indodiscourse_real
gila bego adel bebi,WASPADA,indodiscourse_real
